additional_info,amenities,description,highlight_value,hotel_star_rating,image_count,internet,landmark,latitude,longitude,occupancy,property_type,room_price,room_types,service_value
Acceptance Rate:100 percent|Response Time:< 6 hours,Newspaper|AC,"What should you know? Incorporating luxury into its rooms, this property offers 63 units with various modern facilities for accommodation. These include wifi access, power back up, minibar, cable TV, laundry, doctor-on-call, and chargeable pick and drop facility. Besides this, there is swimming pool, health club, library, play area for toddlers, outdoor play area for kids, gym, card room, shooting arena, and archery. It has an in-house restaurant that serves Indian, Chinese, Mughlai, Tandoori, and Continental fares. Added to this, is a bar with a wide range of cocktails and mocktails, and a pastry shop.Why should you stay here? Scoring high on recreational activities, this resort has a man-made lake with boating facility, a billiard table, squash court, miniature golf, TT, home theatre, and pool table ensuring a luxurious stay.",,,,,,28.455219300000003,77.5044861,2 Adults 2 Kids,Hotel,5858per night incl. tax,Deluxe Double,Not Verified
Acceptance Rate:100 percent|Response Time:< 6 hours,WiFi|Newspaper|Bar|Card Payment|Elevator|AC,"olo Victoria I is located at C block in Greater Kailash I in South Delhi, within walking distance from the M-block shopping complex. A bright building on the main road of the posh Greater Kailash I residential cum commercial area, the Solo Victoria I is a trusted choice for many. The property has a basic reception and lobby, the guesthouse provides budget accommodation. An aquarium, wall paintings, idols, leather sofas and wooden table and chairs serve as the public area. A glass cubicle acts as a Board Room or eating area, rather make shift, for guests.The hotel is Wi Fi enabled, which is chargeable at the time of check out. There is a mini cyber cafe for the guests, laundry service, doctor on call facility, elevator services, foreign exchange counter and complimentary morning tea and breakfast.The guesthouse has Deluxe, Executive and Suite categories of rooms with the former two divided into single and double occupancy. The Deluxe rooms are old looking compact rooms with various amenities like a LCD television, air conditioner, writing desk, phone, minibar, cupboard, blower, full length mirror and basic blankets. The bathroom has hot and cold water, a shower tap and basic facilities like soap, shampoo, toilet paper and linen. The Executive rooms are bigger in size with similar facilities and additional sofa chair, table and dressing table with a full length mirror. The Suite is a bigger room with a separate living and dining area separated by a curtain. The living room has wooden floors with a leather sofa covered with wool! The bedroom is tiled with the same facilities as in the Executive room with a low lying bed and the television on the wall.The hotel does not have a restaurant of its own, but provides 24 hours room service from a wide ranging menu of Indian and Chinese cuisines. The glass walled room in the lobby, can however, be used to eat. Hotel room top with a fountain top and bar is perfect for comfortable sit outs or for small gatherings.The hotel is also an ideal place for those who come for sightseeing purposes as the hotel is very near to many sightseeing places that include Lotus Temple (3.4 kms), Qutub Minar (7.5 kms), India Gate (8.7 kms), Rashtrapati Bhavan (11.2 kms), Connaught Place (11.4 kms) and Akshardham Temple (13.9 kms).Experience a comfortable and memorable stay with warm hospitality at Solo Victoria I!",,,11.0,,,28.548561100000004,77.23694609999998,2 Adults 2 Kids,Hotel,3082per night incl. tax,Deluxe Single,Not Verified
Acceptance Rate:100 percent|Response Time:> 24 hours,Newspaper|AC,"What should you know? Sri NA Residency is ideal for family vacationers and leisure travellers. It provides facilities like 24-hour front desk, security, wifi access in lobby, outdoor parking, and travel desk. This property offers accommodation in rooms that come with privileges like 24-hour room service, air-conditioning, hot and cold water, cable television, almirah, telephone facility, daily housekeeping, and doctor-on-call. The residency provides an in-house kitchen that serves a variety of local and regional dishes.Why should you stay here? This property is convenient for visitors as it is 110m from SITRA Bus Stop and 1 km from Coimbatore International Airport.",,,7.0,,,11.0394793,77.0394058,2 Adults 2 Kids,Hotel,1113per night incl. tax,Double Non-A/C Rooms,Not Verified
Acceptance Rate:100 percent|Response Time:< 6 hours,WiFi|Free Breakfast|AC,This property is near metro station and in a good location .,,,12.0,,,28.5584488,77.2029343,1 Adult 0 Kid,Hotel,3334per night incl. tax,Single Standard Room,Not Verified
Acceptance Rate:100 percent|Response Time:< 6 hours,Veg Only|Newspaper|Pickup & Drop,,,,13.0,,,24.887472199999998,74.6368561,2 Adults 2 Kids,House,700per night incl. tax,Double Non-A/C Rooms,Not Verified
Acceptance Rate:100 percent|Response Time:< 6 hours,Parking|AC,"Located within walking distance from Lighthouse Beach, Gokulam Homestay has well-appointed air-conditioned and non air-conditioned rooms that are equipped with all basic amenities. The homestay also houses a kitchen where guests can cook a meal or dine on the dishes served at the facility. The rooms are spacious and clean and well groomed with lovely lighting, cosy and comfortable bedding and clean linens. Other facilities offered at the homestay include laundry services, Ayurveda treatments, yoga classes, free Wi-Fi, and power backup. The homestay is located 3.3 km from Kovalam Bus Depot, 13.4 km from Thiruvananthapuram Central Railway Station, and 16 km from Trivandrum International Airport.The stay being in proximity to the beach, gives you a great advantage of visit the beach whenever you want to and have a gala of your time doing several water sports and activities or simply sitting by the beach and gazing at the vast blue sky and the mesmerising sea in front of you.",,,2.0,,,8.3844681,76.98156740000002,2 Adults 2 Kids,Homestay,1600per night incl. tax,Double Non-A/C Rooms,Verified
Acceptance Rate:100 percent|Response Time:< 6 hours,Free Breakfast|AC,Nice classy and very modern property all the facilities are available in the property,,,8.0,,,24.875101100000002,74.6180801,2 Adults 1 Kid,Homestay,945per night incl. tax,Standard Room,Verified
Acceptance Rate:100 percent|Response Time:< 6 hours,,8 kms to Indira Gandhi international Airport 13 kms to new delhi railway station 8 kms to India gate walkable distance to green park metro station,,,,,,28.5586796,77.2081833,2 Adults 0 Kid,House,756per night incl. tax,standard room,Not Verified
Acceptance Rate:100 percent|Response Time:< 6 hours,WiFi,16 kms to New delhi railway station 19 Kms to Indira Gandhi International Airport2 kms to Sarita Vihar Metro Station 17 kms to India Gate,,,2.0,,,28.527957899999997,77.2897873,2 Adults 0 Kid,Hotel,1134per night incl. tax,standard Room,Not Verified
Acceptance Rate:100 percent|Response Time:< 6 hours,Newspaper,"What should you know? Sri Murugan Residency is located at the heart of Coimbatore city offering comfort and excellent services to all its guests. The hotel has a total of 21 well-furnished rooms with all modern facilities. It offers free internet access, currency exchange, and taxi services. The in-house restaurant offers well-cooked dishes to guests. Sri Murugan Residency is located close to several places of travel importance such as Grass forest museum, Tanjore art gallery, GD Naidu museum, and the Botanical garden.Why should you stay here? Being in close proximity with several crucial places, Sri Murugan Residency offers lot of activities and has easy access to make travelling hassle-free.",,,,,,11.040176400000002,77.04039759999999,1 Adult 2 Kids,Hotel,2656per night incl. tax,Executive Single,Not Verified
Acceptance Rate:100 percent|Response Time:< 6 hours,WiFi|Newspaper|Elevator|Parking,"We take pride in introducing ourselves as specialist in hospitality industry for the past two decades. With great pleasure, we announce the imminent opening of our long awaited Hotel Thirty three a premium addition to even up market South Delhis ambience with an extremely accessible location on the SIRI FORT ROAD, facing 50 acres of lush green land. Hotel Thirty three stands for the finest decor, comfort and all these at prices that will make you want to extend your stay!Be it in the choice of the colour scheme, the opulent luxury of the furnishing, the elegant bathrooms fittings, or even the thoughtful personalized touches whether you are an eager tourist, a weary business traveler or just taking a weekend break. Thirty three is the best place to stay in.",,,12.0,,,28.555217699999996,77.2233963,1 Adult 2 Kids,Hotel,2778per night incl. tax,Day Use Room(9AM - 5PM),Not Verified
Acceptance Rate:100 percent|Response Time:< 6 hours,WiFi|AC,This property is 21 kms from Airport 16 kms from New Delhi Railway Station 2.6 kms Sarita vihar Metro station 2.2 kms sarita vihar metro depot 3.2 kms Jasola Apolla14.7 kms C P,,,1.0,,,28.530881899999997,77.314743,2 Adults 0 Kid,House,1889per night incl. tax,Standard Room,Not Verified
Acceptance Rate:100 percent|Response Time:< 6 hours,WiFi|Newspaper|Card Payment|Parking|AC,"What should you know? This deluxe hotel is situated in Anand Niketan, the center of south Delhi. It has elegantly appointed rooms and offers all necessary facilities for the business or casual traveller. The hotel is situated at a distance of about 16 km from the airport and just 1.8 km from Dhaula Kuan Metro Station. The rooms have attached baths with hot and cold running water, piped music, direct-dial phone, satellite TV, and a mini refrigerator. Wi-Fi internet, fax, and other business facilities are available in public areas in the hotel. It has four categories of rooms, and a restaurant. The restaurant, The Mughal Room, offers a range of tandoori and Mughlai dishes.Why should you stay here? Hotel Ashoka Palace is situated in Anand Niketan and offers proximity to all the commercial and diplomatic centres in the city.",,,3.0,,,28.5754395,77.1604767,1 Adult 2 Kids,Hotel,3334per night incl. tax,Day Use Room (9 am - 8 pm),Not Verified
Acceptance Rate:100 percent|Response Time:< 6 hours,WiFi|Newspaper|Parking|AC,"What should you know? Hotel Oakland is located in South Delhi, near Nehru Place. The hotel has 30 elegantly furnished rooms and two conference centres that cater to business needs. The hotel provides a range of satisfactory services like doctor-on-call, 24-hour taxi service, Wi-Fi, 24-hour power backup, laundry service, travel assistance, and foreign exchange facility. The nearest tourist destinations include ISKCON Temple and Lotus Temple, which are within 2 km radius of the hotel.Why should you stay here? The hotel is located 15 km away from New Delhi Railway Station and 17 km away from Indira Gandhi International Airport. It is close to the IT hub of Delhi, and ideal for business travelers.",,,5.0,,,28.5467224,77.2484131,1 Adult 2 Kids,Hotel,2667per night incl. tax,Executive A/c Single,Not Verified
Acceptance Rate:100 percent|Response Time:< 6 hours,Free Breakfast|AC,Nice Fully Furnished home beautifully constructed with all the modern facilities.,,,6.0,,,24.875101100000002,74.6180801,2 Adults 1 Kid,Homestay,945per night incl. tax,Standard Room,Not Verified
Acceptance Rate:100 percent|Response Time:< 6 hours,WiFi|Newspaper|Card Payment|Parking|AC,"What should you know? Located about 13 km from Indira Gandhi International Airport is the 3-star Hotel Bellvue. Traditional hospitality coupled with contemporary services set this hotel apart from its peers. The hotel houses lavish rooms that are equipped with a colour television, air-conditioning, a tea/coffee maker, an intercom, a telephone, internet, and an attached bathroom. Essential services that are provided consist of airport/railway station transfers, doctor-on-call, parking facility, car rental, laundry, FAX and copier facility, and 24-hour room service. Places of interest near the hotel include Darya Ganj, Pahar Ganj, Karol Bagh, Kalkaji Devi, Lajpat Nagar Central Market, Moolchand Hospital, Red Fort, and Qutub Minar.Why should you stay here? The hotel is proximal to various vantage points and transportation hubs and is thus ideal for both business and leisure travellers.",,,10.0,,,28.5654278,77.239296,1 Adult 2 Kids,Hotel,4216per night incl. tax,Deluxe A/c Single,Not Verified
