,description,city,image_count,room_price,adult_occupancy,child_occupancy,property_id,num_amenities,zones,descr_len,deluxe,num_simhotel,wifi,ac,breakfast,service_value,acceptance_rate,response_label,Apartment,Homestay,Hotel,House,Lodge,Resort,Spa,Villa
196,"What should you know? Krishna International is a budget hotel situated on the Ranchi-Patna Road. The hotel is located around 10 km away from Koderma city and 108 km away from Gaya Airport. The hotel comprises well-appointed rooms that are equipped with the basic amenities. It also houses a restaurant that offers both vegetarian and non-vegetarian delicacies. Other facilities available at the hotel include parking space, a banquet/conference hall, and travel assistance.Why should you stay here? This well-appointed basic hotel is equipped with all the necessary amenities.",Koduma,,599.0,2.0,2.0,47934.0,3.0,2.0,87.0,0.0,2.0,0.0,1.0,0.0,0.0,100.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
197,"What should you know? Santiniketan Hotels and Resorts are situated in Mandarmani, around 180 km away from Kolkata. Here, accommodation is provided in Deluxe rooms, Super Deluxe rooms, and Cottages. A few of these rooms overlook the sea. In order to make the guests feel comfortable, the resort offers facilities like room service, power backup, and medical assistance. Apart from these, there is also a conference room for organising events and a play area for children. Their in-house, multi-cuisine restaurant looks after the dining requirements of the guests.Why should you stay here? The resort, located at an easily accessible place, is well-connected by road and rail. It is around 11 km from the Mandarmani Beach, providing an appealing view of the sea from the resort itself.",Mandarmani,4.0,1634.0,2.0,2.0,46788.0,2.0,2.0,126.0,1.0,13.0,0.0,1.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
198,"An Incredible place for your Holiday in Jodhpur is set amidst sprawling lawns, near Jojari River, on the Jodhpur Pali highway Â Athulyam Resort JodhpurÂ offers 8 rooms in 4 cottages with a fusion of contemporary and heritage architecture spread amidst 4.5 acres of greens.Â  Each cottage is unique in terms of construction and design as the stone used to construct the cottage, has come from different places in Rajasthan. The interior are modern with all the necessary amenities and comforts in place.Â  The furniture inside each room is a blend of contemporary design with luxury and comfort. The accessories are handpicked for each room. The place is frequented by various birds including Peacock Lapwing Sparrows Mynas, Bee Eaters Parakeets Woodpecker Cuckoo Bush Chat and many more",Jodhpur,13.0,4000.0,2.0,2.0,103184.0,1.0,3.0,127.0,1.0,0.0,0.0,1.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
199,"Hotel Madhuban is situated in Jammu, a city famous for shrines and temples. Guests can arrive at the property through Jammu Airport and Jammu Tawi Railway Station which are well connected to major cities of India. Vaishno Devi Mandir, Ranbireshwar Temple, Bagh-e-Bahu, Mahamaya Temple, Dogra Art Museum, Gauri Shankar Temple, Rajinder Park, Surinsar Lake, Akhnoor Fort, Mubarak Mandi Palace and Nandini Wildlife Sanctuary are the famous places in Jammu guests can visit. The hotel features facilities such as Wi-Fi enabled, guide service, sightseeing, taxi service, travel desk, laundry, room service and secure parking. Guests can avail the facility of doctor on call in case of medical emergency. Guests can relax and enjoy massage at spa. Rooms of the property are spacious, tastefully designed and well maintained. Rooms are equipped with cable television, intercom facility, ironing board, newspaper and room heater. Attached bathroom have necessary amenities. Relax and enjoy your stay at Hotel Madhuban!",Jammu,38.0,1043.0,2.0,2.0,62504.0,2.0,3.0,153.0,0.0,9.0,0.0,1.0,0.0,0.0,100.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
200,"What should you know? Rudraneel Villa is a property with AC rooms with attached bathrooms. It offers Premium and Deluxe rooms that include a television, wifi, hot water, same day laundry, minibar, and tea coffee maker in every room. The hotel offers ample car parking for guests. The in-house restaurant provides guests with authentic Rajasthani delicacies and sweets that are fresh out of kitchen. It is located about 3.2 km from railway Station. Why should you stay here? Staying here, guests can go for sightseeing trips in the desert and village safaris which can be arranged by the hotel. The hotel also arranges pick and drop facilities.",Jodhpur,8.0,2187.0,1.0,2.0,22643.0,3.0,3.0,107.0,0.0,6.0,0.0,1.0,0.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
201,"What should you know? Chotaram Prajapat Homestay is constructed and designed in the traditional desert architecture of Rajasthan giving visitors a first-hand experience of the culture of the place. Some of the services provided here include business centre with internet access, free breakfast, free wifi, airport transfer, free parking, area for children activities, room service, shuttle bus service, and wheelchair access. The homestay has a total capacity of 9 rooms.Why should you stay here? Chotaram Prajapat Homestay is close to Salawas Village and Guda Bishnoi.",Jodhpur,8.0,1000.0,1.0,2.0,17230.0,5.0,3.0,85.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
202,"What should you know? The rooms at the hotel are clean, well-maintained, and well-furnished. The amenities provided by the hotel include flat-screen cable TV, work desk, seating area, shower, private bathroom, free toiletries, tour desk and luggage storage, and free parking. The property is located 14 km from Chaulkhola Railway Station and 180 km from Netaji Subhas Chandra Bose International Airport. It is located just 1 km from the famous Shankarpur Beach and 500m from Mandarmani Beach, and 800m from the beautiful Digha Beach.Why should you stay here? The hotel is the perfect place to stay if you wish to relax. The staff of the hotel are courteous and will ensure that all your needs are met.",Mandarmani,9.0,1075.0,2.0,2.0,55722.0,1.0,2.0,117.0,0.0,11.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
203,What should you know? Vasantham Beach Residency is located right on the beach road and it is well into the category of a budget hotel offering neat and comfortable rooms filled with basic amenities. The hotel enjoys excellent location offering beautiful views and suits the backpacking travellers. Why should you stay here? The beach is within walking distance from Hotel Vasantham Beach Residency.,Karaikal,5.0,1334.0,2.0,2.0,31201.0,2.0,1.0,63.0,0.0,5.0,0.0,1.0,0.0,0.0,100.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
204,Property located in main market in Kanpur,Kanpur,4.0,945.0,2.0,1.0,111126.0,1.0,0.0,7.0,0.0,6.0,0.0,0.0,0.0,1.0,100.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
205,"What should you know? This is a budget accommodation option located conveniently in the heart of Jodhpur. Drawing Rooms here are well-decorated with large, comfortable sofas, and Divans with plenty of cosy cushions for guests to relax and enjoy their time with friends and family. Other facilities offered here include banquet halls, air-conditioned rooms, and delectable cuisine with quality food. One can rent AC banquet halls, or hotel apartments here for an unbelievably reasonable rate, which come well equipped with all basic facilities.Why should you stay here? This is an ideal economic accommodation option offering all modern amenities to the guests.",Jodhpur,,473.0,1.0,1.0,73610.0,1.0,3.0,101.0,0.0,11.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
206,,Jhansi,37.0,170.0,1.0,2.0,57624.0,2.0,0.0,0.0,0.0,7.0,0.0,1.0,0.0,0.0,100.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
207,,Jind,10.0,600.0,1.0,1.0,80066.0,2.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
208,"What should you know? Sri Vegneswara Lodge is a modest hotel situated in the vicinity of various commercial and shopping centres in the city. Rooms are well-appointed and furnished with basic amenities such as cable television, free newspaper, and an attached bathroom. Guests can check-in and check-out at any time to ensure convenience. Laundry and dry-cleaning service is provided in-house. Medical emergencies are attended to via an on-call doctor.Why should you stay here? Sri Vegneswara Lodge, with its comfortable rooms and homely ambience, ensures guests enjoy a memorable retreat.",Kakinada,0.0,300.0,1.0,1.0,46520.0,2.0,1.0,89.0,0.0,4.0,0.0,1.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
209,,Jalpaiguri,3.0,1067.0,2.0,2.0,78082.0,2.0,2.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
210,"What should you know? It is conveniently located at Mandarmani. The rooms are clean, well-kept, and well-furnished to ensure that guests have a comfortable stay. The hotel provides facilities like direct approach to beach, garden and children park, car parking, pickup & drop, sea facing rooms, doctor-on-call, and 24-hour room service. The hotel has a multi-cuisine restaurant that serves a wide variety of sumptuous dishes to patrons. The Digha Railway Station is 27 km from the hotel and Contai Railway Station is 22 km away. It is an ideal place to stay with family or friends.Why should you stay here? The hotel offers activities like nature walks, treasure hunts, and batik paintings.",Mandarmani,8.0,1232.0,2.0,2.0,55526.0,2.0,2.0,112.0,0.0,11.0,0.0,1.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
211,"Anugrah Cottage Homestay at Takdha near to Tinchuley and Lamahatta is a wonder homestay nestled in the cosy lap of the idyllic Himalayan village, a simple Home Stay hosted by Mr. Lalit Chettri.",Takdah,13.0,1134.0,2.0,2.0,115014.0,4.0,2.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
212,"What should you know? Hotel Shri Ram offers tiled flooring with air-conditioned rooms, which have hot and cold showers and all other bathroom amenities. It has tea/coffee making facilities and also a minibar for the guests. The hotel has specific rooms with a flat-screen TV and a bathtub too. The hotel is situated 3.5 km from Jodhpur Airport, 1 km from Jodhpur Railway Station, and 5 km away from Jodhpur Bus Stand. The hotel also features various facilities like a conference hall, banquet facilities, restaurants, and a discotheque called Volcano on-site.Why should you stay here? Hotel Shri Ram Excellency is located close to all necessary transport nodes and offers luxury stay with all necessary amenities available under one roof.",Jodhpur,,3108.0,1.0,2.0,32078.0,1.0,3.0,119.0,1.0,12.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
213,,Jammu,32.0,500.0,2.0,2.0,69504.0,2.0,3.0,0.0,0.0,8.0,0.0,1.0,0.0,0.0,100.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
214,"What should you know? This majestic and elegantly designed resort is suitable for all types of guests. The design reflects a mix of Mewar and Mughal style. There are 37 well-designed and spacious rooms available to tourists that are categorised as Deluxe and Suite Rooms. There are several amenities in each room for the comfort of the guests, such as a colour television, air-conditioner, large sized bed, attached bath, telephone, and internet access. Guests can park their vehicles in the hotel parking lot. There is also special provision for power backup in case of a power-cut. Other facilities include round-the-clock room service, medical assistance, 24-hour front desk, luggage storage, and daily housekeeping.Why should you stay here? Guests can visit several historic forts in Jodhpur, such as Mehrangarh Fort.",Jodhpur,2.0,7703.0,2.0,2.0,61808.0,2.0,3.0,128.0,1.0,0.0,0.0,1.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
215,,Jammu,29.0,750.0,2.0,2.0,76958.0,2.0,3.0,0.0,0.0,7.0,0.0,1.0,0.0,0.0,100.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
216,"What should you know? Polo Heritage hotel offers comfortable accommodation, it has suites and rooms that are air-conditioned. In-room facilities ensured to the guests include television, internet access, an iron board on request, shoeshine, refrigerator, safety deposit lockers on request, and wake-up call. Guests can also look forward to activities like village tours and Jodhpur sightseeing tours. An in-house library, table tennis, and snooker table is provided for guest entertainment. The in-house multi-cuisine restaurant satisfies gourmet needs of guests. It is situated about 3.4 km from Jodhpur Railway StationWhy should you stay here? Visitors who are interested in Polo will find this resort a polo-friendly place with games and coaching facilities available on the property.",Jodhpur,14.0,3112.0,2.0,2.0,24081.0,4.0,3.0,115.0,1.0,11.0,1.0,1.0,0.0,0.0,100.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
217,"Spectrum Aatithya Host Description Situated in the beautiful town of Kalimpong- Spectrum Atithya. I, DN Dutta your host in Ahmedabad invites you to the most humble and hospitable abode. We offer the facility of 33rooms which are well-appointed with king size beds with comfortable mattresses, wooden flooring and wall interior. The rooms are well decorated with different lights to maintain day and night effects in the room. Outside surrounding is well maintained with tree plantation so that guests can enjoy the window view from their rooms.You can enjoy morning coffee or tea with scrumptious breakfast at the in house restaurant. Post which guests can leave for day outing or for business meeting. The availability of maximum facilities in the hotel make it an ideal place for all type of travelers. After the hectic day out and when your body seeks rest, I am sure that you can not stay away from comfortable bed kept in the rooms. Guests may also enjoy time by watching television. At night you can order some Indian delicacies from our in house restaurant.Our staff is available at the hotel for 24X7 to make your stay more comfortable and relaxing. All crew members- travel desk, house keeping, laundry and catering is well trained and cooperative so that they try the best to make your stay more satisfactory. We are located at a convenient place so that you can easily commute to several places in the minimum time. Guests can enjoy by sitting in lobby area which is well maintained with the comfortable couches.I as your host on behalf of my jovial staff invites you at our service. You can be assured that the blissful stay at Spectrum Aatithya will always remain in your memories.Spectrum Aatithya Property Highlight The luxurious stay experience at Spectrum Aatithya will always remain in your memories. Spectrum Aatithya Property Description What should you know? Situated in the picturesque town of Kalimpong, Hotel Spectrum Aatithya is a centrally-located luxury property. The hotel has 35 well-appointed rooms, and the facilities provided to guests include a doctor-on-call, room service, a 24-hour front desk, a travel desk, and car-parking space. The hotel arranges for a tour guide, sightseeing tours, bonfires, and a DJ on request. River rafting expeditions are also arranged by the hotel. Places of interest close to Hotel Garden Reach are Shri Krishna Pranami Mandir and Mangal Dham Temple. The hotel has a multi-cuisine restaurant that serves local, North Indian, Chinese, and Continental food.Why should you stay here? It is a great place to enjoy a vacation far away from the hustle and bustle of the city.",Kalimpong,14.0,1972.0,2.0,2.0,10410.0,1.0,2.0,433.0,0.0,5.0,0.0,0.0,0.0,0.0,67.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
